/opt/volatility3/vol.py -f ./memory_dump.vmem windows.pstree
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
******** 5708	8048	chrome.exe	0xc40aa5ea8080	9	-	4	False	2023-10-31 13:42:08.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=audio --mojo-platform-channel-handle=6532 --field-trial-handle=2084,i,1830137358761159386,540347442219807616,262144 /prefetch:8	C:\Program Files\Google\Chrome\Application\chrome.exe
******** 5072	8048	chrome.exe	0xc40aa630e080	16	-	4	False	2023-10-31 13:35:31.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --mojo-platform-channel-handle=2180 --field-trial-handle=2084,i,1830137358761159386,540347442219807616,262144 /prefetch:8	C:\Program Files\Google\Chrome\Application\chrome.exe
******** 10832	8048	chrome.exe	0xc40aa989f080	15	-	4	False	2023-10-31 13:35:45.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --lang=en-GB --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=15 --time-ticks-at-unix-epoch=-1698759050284302 --launch-time-ticks=295044809 --mojo-platform-channel-handle=5064 --field-trial-handle=2084,i,1830137358761159386,540347442219807616,262144 /prefetch:1	C:\Program Files\Google\Chrome\Application\chrome.exe
******** 7412	8048	chrome.exe	0xc40aa9290080	14	-	4	False	2023-10-31 13:35:31.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=2080 --field-trial-handle=2084,i,1830137358761159386,540347442219807616,262144 /prefetch:2	C:\Program Files\Google\Chrome\Application\chrome.exe
******** 8728	8048	chrome.exe	0xc40aa71e8080	9	-	4	False	2023-10-31 13:35:31.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=crashpad-handler "--user-data-dir=C:\Users\BantingFG\AppData\Local\Google\Chrome\User Data" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\BantingFG\AppData\Local\Google\Chrome\User Data\Crashpad" "--metrics-dir=C:\Users\BantingFG\AppData\Local\Google\Chrome\User Data" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=118.0.5993.118 --initial-client-data=0xdc,0xe0,0xe4,0xb8,0xe8,0x7ffb1d8e5870,0x7ffb1d8e5880,0x7ffb1d8e5890	C:\Program Files\Google\Chrome\Application\chrome.exe
******** 8124	8048	chrome.exe	0xc40aa6104080	15	-	4	False	2023-10-31 13:35:31.000000 	N/A	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --lang=en-GB --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=9 --time-ticks-at-unix-epoch=-1698759050284302 --launch-time-ticks=281287527 --mojo-platform-channel-handle=3660 --field-trial-handle=2084,i,1830137358761159386,540347442219807616,262144 /prefetch:1	C:\Program Files\Google\Chrome\Application\chrome.exe
******* 7312	1424	FTK Imager.exe	0xc40aad8de080	9	-	4	True	2023-10-31 13:56:11.000000 	N/A	\Device\HarddiskVolume4\Program Files (x86)\AccessData\FTK Imager\FTK Imager.exe	"C:\Program Files (x86)\AccessData\FTK Imager\FTK Imager.exe" 	C:\Program Files (x86)\AccessData\FTK Imager\FTK Imager.exe
******* 6772	1424	powershell.exe	0xc40aa9de7080	11	-	4	False	2023-10-31 13:42:21.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" 	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
******** 11156	6772	scvhost.exe	0xc40aa8cc8080	0	-	4	True	2023-10-31 13:50:20.000000 	2023-10-31 13:51:36.000000 	\Device\HarddiskVolume4\Users\BantingFG\Downloads\scvhost.exe	-	-
******** 4532	6772	conhost.exe	0xc40aaa8de4c0	3	-	4	False	2023-10-31 13:42:22.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
******* 5116	1424	mspaint.exe	0xc40aaa3f1080	7	-	4	False	2023-10-31 13:45:43.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\mspaint.exe	"C:\Windows\system32\mspaint.exe" 	C:\Windows\system32\mspaint.exe
*** 6408	796	MicrosoftEdge.	0xc40aa6d350c0	0	-	1	False	2023-10-31 13:31:11.000000 	2023-10-31 13:31:23.000000 	\Device\HarddiskVolume4\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe	-	-
*** 9352	796	HxOutlook.exe	0xc40aa93b3080	15	-	4	False	2023-10-31 13:35:32.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxOutlook.exe	"C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxOutlook.exe" -ServerName:microsoft.windowslive.mail.AppXfbjsbkxvprcgqg6q4c9jfr0pn3kv9x5s.mca	C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxOutlook.exe
*** 784	796	ApplicationFra	0xc40aa40dd080	3	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 532	796	SearchUI.exe	0xc40aa5a24080	26	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe	"C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca	C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe
*** 7572	796	MicrosoftEdge.	0xc40aa6e712c0	35	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe	"C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe" -ServerName:MicrosoftEdge.AppXdnhjhccw3zf0j06tkg3jtqr00qdm0khc.mca	C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe
*** 2324	796	SkypeHelper.ex	0xc40aa4ef1080	4	-	4	False	2023-10-31 13:35:14.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\SkypeHelper.exe	"C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\SkypeHelper.exe" -ServerName:SkypeHelper	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\SkypeHelper.exe
*** 6932	796	RuntimeBroker.	0xc40aa8cbd080	1	-	4	False	2023-10-31 13:35:21.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 3608	796	WmiPrvSE.exe	0xc40aa5d49080	9	-	0	False	2023-10-31 13:30:59.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\wbem\WmiPrvSE.exe	C:\Windows\system32\wbem\wmiprvse.exe	C:\Windows\system32\wbem\wmiprvse.exe
*** 7448	796	SearchUI.exe	0xc40aa76c0080	46	-	4	False	2023-10-31 13:35:13.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe	"C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca	C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe
*** 6136	796	YourPhone.exe	0xc40aa82e0080	15	-	4	False	2023-10-31 13:35:14.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe	"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe" -ServerName:App.AppX9yct9q388jvt4h7y0gn06smzkxcsnt8m.mca	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe
*** 8352	796	RuntimeBroker.	0xc40aa7a1c2c0	4	-	3	False	2023-10-31 13:33:05.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7208	796	MicrosoftEdgeC	0xc40aa690d080	0	-	4	False	2023-10-31 13:36:08.000000 	2023-10-31 13:36:18.000000 	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeCP.exe	-	-
*** 6956	796	smartscreen.ex	0xc40aa5a5b300	6	-	3	False	2023-10-31 13:32:45.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\smartscreen.exe	C:\Windows\System32\smartscreen.exe -Embedding	C:\Windows\System32\smartscreen.exe
*** 3244	796	RuntimeBroker.	0xc40aa8ca53c0	7	-	4	False	2023-10-31 13:35:14.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 6268	796	RuntimeBroker.	0xc40aa715b540	2	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 8368	796	Skype4Life.exe	0xc40aa69a9080	15	-	4	False	2023-10-31 13:35:14.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\Skype4Life.exe	"C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\Skype4Life.exe" -ServerName:App.AppX64x9g84fa7t8p61fs4y1yn2382gbgrbb.mca	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\Skype4Life.exe
*** 7472	796	HxTsr.exe	0xc40aa8caa080	13	-	4	False	2023-10-31 13:35:20.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxTsr.exe	"C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxTsr.exe" -ServerName:Hx.IPC.Server	C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxTsr.exe
*** 1328	796	Microsoft.Phot	0xc40aaa3f2080	15	-	4	False	2023-10-31 13:54:21.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe	"C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe" -ServerName:App.AppXzst44mncqdg84v7sv6p7yznqwssy6f7f.mca	C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe
*** 1076	796	dllhost.exe	0xc40aa6d36080	5	-	3	False	2023-10-31 13:33:06.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}	C:\Windows\system32\DllHost.exe
*** 4660	796	RuntimeBroker.	0xc40aa636a080	5	-	4	False	2023-10-31 13:54:21.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 3120	796	dllhost.exe	0xc40aa51b2080	4	-	4	False	2023-10-31 13:57:17.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}	C:\Windows\system32\DllHost.exe
*** 4664	796	smartscreen.ex	0xc40aa904d3c0	9	-	4	False	2023-10-31 13:35:24.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\smartscreen.exe	C:\Windows\System32\smartscreen.exe -Embedding	C:\Windows\System32\smartscreen.exe
*** 7100	796	ShellExperienc	0xc40aa8cca0c0	26	-	4	False	2023-10-31 13:35:13.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 9408	796	MicrosoftEdgeC	0xc40aa91df080	29	-	4	False	2023-10-31 13:35:35.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeCP.exe	"C:\Windows\System32\MicrosoftEdgeCP.exe" -ServerName:Windows.Internal.WebRuntime.ContentProcessServer	C:\Windows\System32\MicrosoftEdgeCP.exe
*** 9412	796	ApplicationFra	0xc40aa94ed400	7	-	4	False	2023-10-31 13:35:32.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 844	796	backgroundTask	0xc40aa6f99080	0	-	3	False	2023-10-31 13:32:40.000000 	2023-10-31 13:34:57.000000 	\Device\HarddiskVolume4\Windows\System32\backgroundTaskHost.exe	-	-
*** 588	796	Microsoft.Phot	0xc40aa0eaa080	15	-	3	False	2023-10-31 13:35:09.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe	-	-
*** 9420	796	MicrosoftEdge.	0xc40aa93b2080	22	-	4	False	2023-10-31 13:35:32.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe	"C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe" -ServerName:MicrosoftEdge.AppXdnhjhccw3zf0j06tkg3jtqr00qdm0khc.mca	C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe
*** 1616	796	RuntimeBroker.	0xc40aa6abe500	1	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
**** 2740	1616	MicrosoftEdgeS	0xc40aa71f3080	9	-	3	False	2023-10-31 13:32:35.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeSH.exe	C:\Windows\system32\MicrosoftEdgeSH.exe SCODEF:7572 CREDAT:9730 APH:CEC0000000005 JITHOST /prefetch:2	C:\Windows\system32\MicrosoftEdgeSH.exe
*** 6480	796	MicrosoftEdgeC	0xc40aa4981080	15	-	3	False	2023-10-31 13:32:35.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeCP.exe	"C:\Windows\System32\MicrosoftEdgeCP.exe" -ServerName:Windows.Internal.WebRuntime.ContentProcessServer	C:\Windows\System32\MicrosoftEdgeCP.exe
*** 5588	796	RuntimeBroker.	0xc40aa4bc3080	3	-	3	False	2023-10-31 13:32:37.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 9044	796	RuntimeBroker.	0xc40aa7a1e080	1	-	3	False	2023-10-31 13:35:10.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 11096	796	RuntimeBroker.	0xc40aa95fa280	7	-	4	False	2023-10-31 13:36:10.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 7516	796	SystemSettings	0xc40aa6e5d400	17	-	3	False	2023-10-31 13:32:45.000000 	N/A	\Device\HarddiskVolume4\Windows\ImmersiveControlPanel\SystemSettings.exe	"C:\Windows\ImmersiveControlPanel\SystemSettings.exe" -ServerName:microsoft.windows.immersivecontrolpanel	C:\Windows\ImmersiveControlPanel\SystemSettings.exe
*** 4060	796	RuntimeBroker.	0xc40aa6107080	2	-	3	False	2023-10-31 13:35:11.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 10204	796	HxAccounts.exe	0xc40aa91dc4c0	14	-	4	False	2023-10-31 13:35:35.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxAccounts.exe	"C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxAccounts.exe" -ServerName:microsoft.windowslive.manageaccounts.AppXdbf3yp5apt3t7q877db3gnz5zqpf71zj.mca	C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21640.0_x64__8wekyb3d8bbwe\HxAccounts.exe
*** 10336	796	MicrosoftEdgeC	0xc40aa9b96080	13	-	4	False	2023-10-31 13:36:19.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeCP.exe	"C:\Windows\System32\MicrosoftEdgeCP.exe" -ServerName:Windows.Internal.WebRuntime.ContentProcessServer	C:\Windows\System32\MicrosoftEdgeCP.exe
*** 2660	796	browser_broker	0xc40aa6ae7500	4	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\browser_broker.exe	C:\Windows\system32\browser_broker.exe -Embedding	C:\Windows\system32\browser_broker.exe
*** 8036	796	RuntimeBroker.	0xc40aa6dc1080	1	-	3	False	2023-10-31 13:32:44.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 9572	796	browser_broker	0xc40aa9562400	6	-	4	False	2023-10-31 13:35:32.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\browser_broker.exe	C:\Windows\system32\browser_broker.exe -Embedding	C:\Windows\system32\browser_broker.exe
*** 376	796	WindowsInterna	0xc40aa541e080	33	-	4	False	2023-10-31 13:36:48.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe	"C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe" -ServerName:App.AppXagta193n5rpf7mheremt3yyfa1g555vc.mca	C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe
*** 488	796	Skype4Life.exe	0xc40aa5c6c080	14	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\Skype4Life.exe	-	-
*** 2796	796	YourPhone.exe	0xc40aa64b14c0	16	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe	"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe" -ServerName:App.AppX9yct9q388jvt4h7y0gn06smzkxcsnt8m.mca	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhone.exe
*** 2412	796	RuntimeBroker.	0xc40aa8cc7080	2	-	4	False	2023-10-31 13:35:20.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 9580	796	RuntimeBroker.	0xc40aa94253c0	3	-	4	False	2023-10-31 13:35:32.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
**** 10212	9580	MicrosoftEdgeS	0xc40aa9188480	6	-	4	False	2023-10-31 13:35:35.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeSH.exe	C:\Windows\system32\MicrosoftEdgeSH.exe SCODEF:9420 CREDAT:9730 APH:12B80000000009 JITHOST /prefetch:2	C:\Windows\system32\MicrosoftEdgeSH.exe
*** 10988	796	MicrosoftEdgeC	0xc40aa98f50c0	13	-	4	False	2023-10-31 13:35:50.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\MicrosoftEdgeCP.exe	"C:\Windows\System32\MicrosoftEdgeCP.exe" -ServerName:Windows.Internal.WebRuntime.ContentProcessServer	C:\Windows\System32\MicrosoftEdgeCP.exe
*** 112	796	RuntimeBroker.	0xc40aa8cc0080	1	-	4	False	2023-10-31 13:35:20.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 760	796	ShellExperienc	0xc40aa63b4080	29	-	3	False	2023-10-31 13:32:33.000000 	N/A	\Device\HarddiskVolume4\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 508	796	SkypeHelper.ex	0xc40aa10e3080	4	-	3	False	2023-10-31 13:32:34.000000 	N/A	\Device\HarddiskVolume4\Program Files\WindowsApps\Microsoft.SkypeApp_14.26.95.0_x64__kzf8qxf38zg5c\SkypeHelper.exe	-	-
** 3360	620	MsMpEng.exe	0xc40aa5c67380	25	-	0	False	2023-10-31 13:30:59.000000 	N/A	\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.23090.2008-0\MsMpEng.exe	"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23090.2008-0\MsMpEng.exe"	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23090.2008-0\MsMpEng.exe
** 6432	620	svchost.exe	0xc40aa5eeb080	8	-	4	False	2023-10-31 13:35:12.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc	C:\Windows\system32\svchost.exe
** 1836	620	svchost.exe	0xc40aa495e280	2	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s SENS	C:\Windows\system32\svchost.exe
** 2352	620	svchost.exe	0xc40aa58ca340	2	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc	C:\Windows\system32\svchost.exe
** 1332	620	svchost.exe	0xc40aa546d340	8	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog	C:\Windows\System32\svchost.exe
** 1852	620	svchost.exe	0xc40aa55a7340	7	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s NlaSvc	C:\Windows\System32\svchost.exe
** 2884	620	svchost.exe	0xc40aa5a772c0	4	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s TokenBroker	C:\Windows\system32\svchost.exe
** 1356	620	svchost.exe	0xc40aa5470340	2	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -s BTAGService	C:\Windows\system32\svchost.exe
** 9036	620	svchost.exe	0xc40aa7a21300	1	-	3	False	2023-10-31 13:33:00.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup	C:\Windows\system32\svchost.exe
** 1876	620	svchost.exe	0xc40aa55e4340	10	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkService -p -s Dnscache	C:\Windows\system32\svchost.exe
** 3928	620	svchost.exe	0xc40aa62dc080	2	-	0	False	2023-10-31 13:31:03.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost	C:\Windows\System32\svchost.exe
